date,digits
2012-07-18,776562
2012-07-21,815536
2012-07-25,931131
2012-07-28,398136
2012-08-01,753673
2012-08-04,948974
2012-08-08,824971
2012-08-11,853333
2012-08-15,423319
2012-08-18,650959
2012-08-22,087203
2012-08-25,011393
2012-08-29,001073
2012-09-01,778645
2012-09-05,447429
2012-09-08,311211
2012-09-12,723466
2012-09-15,242462
2012-09-19,776970
2012-09-22,036356
2012-09-26,964610
2012-09-29,651759
2012-10-03,896041
2012-10-06,978518
2012-10-10,120630
2012-10-13,163377
2012-10-17,170852
2012-10-20,166607
2012-10-24,234174
2012-10-27,742158
2012-10-31,877568
2012-11-03,419005
2012-11-07,667121
2012-11-10,281354
2012-11-14,291972
2012-11-17,291694
2012-11-21,381478
2012-11-24,856721
2012-11-28,620378
2012-12-01,383546
2012-12-05,935322
2012-12-08,405456
2012-12-12,942052
2012-12-15,647027
2012-12-19,157563
2012-12-22,547102
2012-12-26,848319
2012-12-29,001282
2014-01-04,583375
2014-12-31,996443
2015-12-23,141110
2015-12-30,295477
2016-01-02,318217
2017-01-04,252815
2017-01-07,048326
2017-01-11,574956
2017-01-14,179732
2017-01-18,699343
2017-01-21,283175
2017-01-25,295790
2017-01-28,231591
2017-02-01,799341
2017-02-04,304251
2017-02-08,167899
2017-02-11,076577
2017-02-15,325388
2017-02-18,747902
2017-02-22,549810
2017-02-25,462667
2017-03-01,764357
2017-03-04,330232
2017-03-08,484281
2017-03-11,303379
2017-03-15,147127
2017-03-18,093635
2017-03-22,380250
2017-03-25,921620
2017-03-29,573930
2017-04-01,147001
2017-04-05,609297
2017-04-08,751689
2017-04-12,056738
2017-04-15,965290
2017-04-19,704160
2017-04-22,437607
2017-04-26,562347
2017-04-29,105762
2017-05-03,898599
2017-05-06,412461
2017-05-10,160235
2017-05-13,574573
2017-05-17,559522
2017-05-20,718112
2017-05-24,088477
2017-05-27,708931
2017-05-31,346870
2017-06-03,004159
2017-06-07,342294
2017-06-10,058937
2017-06-14,581506
2017-06-17,660127
2017-06-21,853488
2017-06-24,944310
2017-06-28,974551
2017-07-01,589659
2017-07-05,282377
2017-07-08,025159
2017-07-12,226984
2017-07-15,499137
2017-07-19,422100
2017-07-22,726299
2017-07-26,539662
2017-07-29,882033
2017-08-02,566150
2017-08-05,030508
2017-08-09,004175
2017-08-12,992273
2017-08-16,200991
2017-08-19,393515
2017-08-23,384885
2017-08-26,626729
2017-08-30,581834
2017-09-02,051869
2017-09-06,619500
2017-09-09,835269
2017-09-13,586230
2017-09-16,169673
2017-09-20,157869
2017-09-23,859939
2017-09-27,003014
2017-09-30,110060
2017-10-04,676683
2017-10-07,638242
2017-10-11,897476
2017-10-14,022453
2017-10-18,871491
2017-10-21,230635
2017-10-25,350649
2017-10-28,062547
2017-11-01,522110
2017-11-04,960011
2017-11-08,378292
2017-11-11,191079
2017-11-15,314074
2017-11-18,848704
2017-11-22,675300
2017-11-25,860053
2017-11-29,838544
2017-12-02,463050
2017-12-06,318123
2017-12-09,801764
2017-12-13,911795
2017-12-16,132793
2017-12-20,034744
2017-12-23,285813
2017-12-27,795061
2017-12-30,467625
2018-01-03,373159
2018-01-06,046771
2018-01-10,047214
2018-01-13,730644
2018-01-17,472845
2018-01-20,361548
2018-01-24,349499
2018-01-27,791903
2018-01-31,616743
2018-02-03,396589
2018-02-07,505273
2018-02-10,859592
2018-02-14,794697
2018-02-17,829588
2018-02-21,905818
2018-02-24,995325
2018-02-28,009929
2018-03-03,547131
2018-03-07,735161
2018-03-10,750910
2018-03-14,399230
2018-03-17,765159
2018-03-21,035937
2018-03-24,168173
2018-03-28,842563
2018-03-31,638448
2018-04-04,031983
2018-04-07,357581
2018-04-11,188201
2018-04-14,646783
2018-04-18,187430
2018-04-21,197674
2018-04-25,176349
2018-04-28,683810
2018-05-02,985968
2018-05-05,995548
2018-05-09,036979
2018-05-12,842177
2018-05-16,086995
2018-05-19,709460
2018-05-23,482810
2018-05-26,080563
2018-05-30,923110
2018-06-02,002852
2018-06-06,923187
2018-06-09,826418
2018-06-13,719071
2018-06-16,740325
2018-06-20,154879
2018-06-23,279867
2018-06-27,784654
2018-06-30,335786
2018-07-04,042903
2018-07-07,924724
2018-07-11,049074
2018-07-14,374252
2018-07-18,469583
2018-07-21,218652
2018-07-25,592454
2018-07-28,824596
2018-08-01,893007
2018-08-04,759124
2018-08-08,837463
2018-08-11,754848
2018-08-15,206341
2018-08-18,178988
2018-08-22,934920
2018-08-25,055251
2018-08-29,980115
2018-09-01,674102
2018-09-05,980676
2018-09-08,394624
2018-09-12,308928
2018-09-15,829388
2018-09-19,775694
2018-09-22,609075
2018-09-26,659865
2018-09-29,600429
2018-10-03,472472
2018-10-06,553468
2018-10-10,752068
2018-10-13,413959
2018-10-17,305592
2018-10-20,570186
2018-10-24,839143
2018-10-27,590616
2018-10-31,117499
2018-11-03,071733
2018-11-07,897278
2018-11-10,328680
2018-11-14,254010
2018-11-17,256089
2018-11-21,006756
2018-11-24,997871
2018-11-28,795239
2018-12-01,101793
2018-12-05,154717
2018-12-08,061092
2018-12-12,160244
2018-12-15,413644
2018-12-19,718017
2018-12-22,962097
2018-12-26,154255
2018-12-29,897045
2019-01-02,597459
2019-01-05,052535
2019-01-09,941924
2019-01-12,704685
2019-01-16,102441
2019-01-19,065450
2019-01-23,393049
2019-01-26,919225
2019-01-30,340571
2019-02-02,750836
2019-02-06,175127
2019-02-09,404874
2019-02-13,324756
2019-02-16,272580
2019-02-20,096833
2019-02-23,474684
2019-02-27,431222
2019-03-02,718277
2019-03-06,856051
2019-03-09,736487
2019-03-13,349623
2019-03-16,577629
2019-03-20,790280
2019-03-23,647169
2019-03-27,196403
2019-03-30,892797
2019-04-03,259843
2019-04-06,197130
2019-04-10,677671
2019-04-13,345333
2019-04-17,992869
2019-04-20,453053
2019-04-24,763682
2019-04-27,957607
2019-05-01,562560
2019-05-04,529893
2019-05-08,480998
2019-05-11,969058
2019-05-15,790529
2019-05-18,259412
2019-05-22,643179
2019-05-25,020251
2019-05-29,642547
2019-06-01,020444
2019-06-05,152865
2019-06-08,082739
2019-06-12,397233
2019-06-15,005579
2019-06-19,651282
2019-06-22,754164
2019-06-26,436214
2019-06-29,429534
2019-07-03,043288
2019-07-06,181555
2019-07-10,713708
2019-07-13,201702
2019-07-17,792535
2019-07-20,063954
2019-07-24,456490
2019-07-27,129582
2019-07-31,764988
2019-08-03,533875
2019-08-07,716548
2019-08-10,759930
2019-08-14,916946
2019-08-17,736880
2019-08-21,980826
2019-08-24,873809
2019-08-28,105104
2019-08-31,015674
2019-09-04,398342
2019-09-07,153814
2019-09-11,279694
2019-09-14,434984
2019-09-18,641105
2019-09-21,076656
2019-09-25,895730
2019-09-28,630827
2019-10-02,422585
2019-10-05,590309
2019-10-09,300296
2019-10-12,215448
2019-10-16,742702
2019-10-19,021360
2019-10-23,307402
2019-10-26,221773
2019-10-30,910332
2019-11-02,981824
2019-11-06,070359
2019-11-09,634728
2019-11-13,631291
2019-11-16,550903
2019-11-20,036718
2019-11-23,539276
2019-11-27,109282
2019-11-30,988468
2019-12-04,769000
2019-12-07,128913
2019-12-11,098387
2019-12-14,557439
2019-12-18,525130
2019-12-21,955842
2019-12-25,555712
2019-12-28,854852
2020-01-01,019090
2020-01-04,730064
2020-01-08,973324
2020-01-11,360520
2020-01-15,816858
2020-01-18,273744
2020-01-22,772528
2020-01-25,479739
2020-01-29,488566
2020-02-01,742122
2020-02-05,761668
2020-02-08,500036
2020-02-12,712445
2020-02-15,002147
2020-02-19,641631
2020-02-22,650532
2020-02-26,572029
2020-02-29,603666
2020-03-04,787261
2020-03-07,101952
2020-03-11,728773
2020-03-14,326976
2020-03-18,001090
2020-03-21,760043
2020-03-25,140109
2020-03-28,998080
2020-04-01,690660
2020-04-04,405760
2020-04-08,773763
2020-04-11,491842
2020-04-15,679016
2020-04-18,599847
2020-04-22,862619
2020-04-25,224270
2020-04-29,918880
2020-05-02,375091
2020-05-06,482059
2020-05-09,350651
2020-05-13,016984
2020-05-16,464943
2020-05-20,932254
2020-05-23,953999
2020-05-27,238187
2020-05-30,424343
2020-06-03,667301
2020-06-06,225085
2020-06-10,180174
2020-06-13,233614
2020-06-17,690407
2020-06-20,138846
2020-06-24,022335
2020-06-27,250277
2020-07-01,815454
2020-07-04,317884
2020-07-08,069937
2020-07-11,948691
2020-07-15,475458
2020-07-18,465687
2020-07-22,240268
2020-07-25,783695
2020-07-29,526211
2020-08-01,217259
2020-08-05,463664
2020-08-08,556270
2020-08-12,744790
2020-08-15,641556
2020-08-19,744200
2020-08-22,557299
2020-08-26,323505
2020-08-29,215621
2020-09-02,864340
2020-09-05,928148
2020-09-09,285938
2020-09-12,743201
2020-09-16,726760
2020-09-19,112430
2020-09-23,573605
2020-09-26,603681
2020-09-30,319787
2020-10-03,519222
2020-10-07,401164
2020-10-10,769742
2020-10-14,245226
2020-10-17,188618
2020-10-21,084095
2020-10-24,141396
2020-10-28,261516
2020-10-31,431012
2020-11-04,077536
2020-11-07,016348
2020-11-11,733099
2020-11-14,824997
2020-11-18,524975
2020-11-21,287785
2020-11-25,462048
2020-11-28,669671
2020-12-02,255333
2020-12-05,560393
2020-12-09,357003
2020-12-12,258180
2020-12-16,528590
2020-12-19,814202
2020-12-23,302774
2020-12-26,080144
2020-12-30,280043
2021-01-02,837659
2021-01-06,716076
2021-01-09,401369
2021-01-13,241925
2021-01-16,278382
2021-01-20,292611
2021-01-23,934030
2021-01-27,803111
2021-01-30,318693
2021-02-03,160067
2021-02-06,642026
2021-02-10,206052
2021-02-13,516966
2021-02-17,899868
2021-02-20,750715
2021-02-24,251574
2021-02-27,885338
2021-03-03,042701
2021-03-06,837837
2021-03-10,362144
2021-03-13,626961
2021-03-17,827457
2021-03-20,892054
2021-03-24,690099
2021-03-27,962559
2021-03-31,336449
2021-04-03,149686
2021-04-07,594707
2021-04-10,973485
2021-04-14,305216
2021-04-17,224464
2021-04-21,884839
2021-04-24,483103
2021-04-28,958252
2021-05-01,116330
2021-05-05,528955
2021-05-08,167371
2021-05-12,781281
2021-05-15,661457
2021-05-19,785178
2021-05-22,304053
2021-05-26,180964
2021-05-29,527978
2021-06-02,883994
2021-06-05,451967
2021-06-09,523880
2021-06-12,686077
2021-06-16,268545
2021-06-19,004112
2021-06-23,925090
2021-06-26,314114
2021-06-30,002173
2021-07-03,894752
2021-07-07,367059
2021-07-10,006123
2021-07-14,885495
2021-07-17,745191
2021-07-21,340180
2021-07-24,288864
2021-07-28,768763
2021-07-31,279491
2021-08-04,838913
2021-08-07,824438
2021-08-11,296765
2021-08-14,306639
2021-08-18,544454
2021-08-21,523854
2021-08-25,846217
2021-08-28,427778
2021-09-01,183812
2021-09-04,623049
2021-09-08,292516
2021-09-11,640359
2021-09-15,700235
2021-09-18,332096
2021-09-22,601713
2021-09-25,100069
2021-09-29,103675
2021-10-02,440164
2021-10-06,692037
2021-10-09,523521
2021-10-13,740204
2021-10-16,733167
2021-10-20,866814
2021-10-23,093940
2021-10-27,303380
2021-10-30,002648
2021-11-03,523982
2021-11-06,988145
2021-11-10,735202
2021-11-13,177694
2021-11-17,623546
2021-11-20,528421
2021-11-24,393130
2021-11-27,200136
2021-12-01,831910
2021-12-04,793888
2021-12-08,183619
2021-12-11,850268
2021-12-15,836273
2021-12-18,177944
2021-12-22,022207
2021-12-25,591841
2021-12-29,902967
2022-01-01,088780
